Date,Open,High,Low,Close,Adj Close,Volume
2016-03-01,29.930000,30.530001,29.750000,30.370001,29.013350,25502600
2016-03-02,30.299999,30.870001,30.120001,30.540001,29.175756,23779800
2016-03-03,31.129999,31.350000,30.540001,30.580000,29.213968,25608800
2016-03-04,30.500000,30.860001,30.049999,30.629999,29.261734,20356800
2016-03-07,30.590000,31.120001,30.500000,30.940001,29.557886,18858200
2016-03-08,30.830000,30.879999,30.379999,30.559999,29.194862,19104900
2016-03-09,30.830000,31.040001,30.670000,30.870001,29.491016,14707800
2016-03-10,31.139999,31.400000,30.379999,31.250000,29.854038,29434600
2016-03-11,31.670000,31.790001,31.530001,31.760000,30.341257,22811200
2016-03-14,31.660000,31.690001,31.299999,31.430000,30.025997,17438600
2016-03-15,31.340000,31.650000,31.059999,31.650000,30.236172,16927700
2016-03-16,31.490000,31.799999,31.170000,31.690001,30.274384,26298400
2016-03-17,31.760000,32.169998,31.700001,31.980000,30.551430,22865300
2016-03-18,32.160000,32.689999,32.060001,32.680000,31.220158,49934200
2016-03-21,32.230000,32.419998,31.950001,32.340000,30.895348,21760900
2016-03-22,32.160000,32.459999,31.950001,32.320000,30.876240,22200400
2016-03-23,32.470001,32.470001,31.980000,32.000000,30.570538,18765300
2016-03-24,31.870001,31.950001,31.700001,31.879999,30.455894,14211900
2016-03-28,31.870001,32.000000,31.620001,31.900000,30.475004,11433000
2016-03-29,31.930000,32.439999,31.730000,32.380001,30.933563,15178600
2016-03-30,32.450001,32.750000,32.290001,32.709999,31.248819,16598000
2016-03-31,32.529999,32.660000,32.320000,32.349998,30.904900,17880000
2016-04-01,32.270000,32.470001,32.099998,32.450001,31.000437,18049700
2016-04-04,32.200001,32.380001,31.740000,32.000000,30.570538,21581600
2016-04-05,31.889999,32.119999,31.719999,31.900000,30.475004,20080000
2016-04-06,31.969999,32.230000,31.770000,32.080002,30.646963,15501100
2016-04-07,31.889999,31.900000,31.350000,31.549999,30.140636,23738200
2016-04-08,31.760000,32.020000,31.480000,31.629999,30.217064,17031900
2016-04-11,31.900000,32.340000,31.660000,31.670000,30.255276,19707700
2016-04-12,31.879999,31.940001,31.379999,31.860001,30.436790,16647800
2016-04-13,31.969999,32.180000,31.950001,32.130001,30.694731,19968100
2016-04-14,31.780001,31.889999,31.549999,31.799999,30.379469,21541600
2016-04-15,31.790001,31.889999,31.379999,31.459999,30.054659,28782800
2016-04-18,31.430000,31.719999,31.379999,31.650000,30.236172,21516600
2016-04-19,31.700001,31.809999,31.400000,31.600000,30.188404,33619300
2016-04-20,31.320000,32.259998,31.250000,32.000000,30.570538,57629800
2016-04-21,31.940001,32.060001,31.809999,31.969999,30.541874,28431400
2016-04-22,31.740000,31.860001,31.219999,31.639999,30.226616,29625600
2016-04-25,31.360001,31.500000,31.200001,31.389999,29.987785,19315700
2016-04-26,31.389999,31.700001,31.170000,31.400000,29.997337,20976400
2016-04-27,31.250000,31.799999,31.190001,31.750000,30.331703,20006200
2016-04-28,31.450001,31.709999,31.030001,31.110001,29.720293,25146400
2016-04-29,30.860001,30.870001,30.100000,30.280001,28.927372,36443700
2016-05-02,30.450001,30.690001,30.360001,30.610001,29.242630,21086600
2016-05-03,30.410000,30.559999,30.090000,30.360001,29.003796,27111100
2016-05-04,30.170000,30.209999,29.700001,29.850000,28.762899,23278800
2016-05-05,29.870001,30.020000,29.750000,29.900000,28.811079,23393300
2016-05-06,29.610001,30.110001,29.520000,30.040001,28.945980,19632200
2016-05-09,30.080000,30.170000,29.760000,29.799999,28.714720,16888300
2016-05-10,30.000000,30.180000,29.820000,30.139999,29.042336,16963100
2016-05-11,30.160000,30.250000,29.969999,30.059999,28.965252,15754200
2016-05-12,30.110001,30.240000,29.570000,29.760000,28.676176,20826700
2016-05-13,29.860001,30.200001,29.840000,29.910000,28.820715,19999600
2016-05-16,29.900000,30.559999,29.879999,30.389999,29.283232,21826100
2016-05-17,30.570000,30.570000,29.860001,29.980000,28.888165,25709900
2016-05-18,30.030001,30.250000,29.780001,29.990000,28.897800,22469900
2016-05-19,29.770000,29.930000,29.500000,29.629999,28.550909,21740900
2016-05-20,29.730000,30.379999,29.700001,30.150000,29.051973,22777300
2016-05-23,30.230000,30.480000,30.129999,30.230000,29.129059,20809300
2016-05-24,30.500000,31.120001,30.450001,31.059999,29.928833,23699200
2016-05-25,31.200001,31.570000,31.150000,31.389999,30.246817,18359600
2016-05-26,31.490000,31.629999,31.400000,31.490000,30.343172,12658000
2016-05-27,31.600000,31.650000,31.450001,31.570000,30.420259,13341300
2016-05-31,31.510000,31.650000,31.309999,31.590000,30.439529,23040200
2016-06-01,31.620001,31.719999,31.469999,31.660000,30.506981,17753500
2016-06-02,31.559999,31.760000,31.450001,31.760000,30.603340,13915400
2016-06-03,31.740000,31.740000,31.400000,31.620001,30.468439,15777500
2016-06-06,31.639999,31.820000,31.580000,31.680000,30.526255,15139600
2016-06-07,31.750000,32.020000,31.700001,31.879999,30.718967,19339100
2016-06-08,31.799999,32.000000,31.790001,31.889999,30.728605,12732100
2016-06-09,31.680000,32.000000,31.680000,31.940001,30.776785,11276800
2016-06-10,31.700001,32.240002,31.650000,32.040001,30.873144,35749100
2016-06-13,32.049999,32.500000,32.040001,32.169998,30.998405,23004800
2016-06-14,32.009998,32.240002,31.790001,32.139999,30.969500,18754300
2016-06-15,32.250000,32.259998,31.590000,31.610001,30.458801,23783300
