01-03-16,97.660561
02-03-16,97.874298
03-03-16,98.602882
04-03-16,100.069786
05-03-16,99.516052
06-03-16,99.239185
07-03-16,98.962318
08-03-16,98.146294
09-03-16,98.233734
10-03-16,98.282295
11-03-16,99.341187
12-03-16,99.46748
13-03-16,99.5306265
14-03-16,99.593773
15-03-16,101.594978
16-03-16,102.945305
17-03-16,102.780144
18-03-16,102.896729
19-03-16,102.891869
20-03-16,102.889439
21-03-16,102.887009
22-03-16,103.673882
23-03-16,103.100731
24-03-16,102.653854
25-03-16,102.4207075
26-03-16,102.3041343
27-03-16,102.2458476
28-03-16,102.187561
29-03-16,104.606491
30-03-16,106.432831
31-03-16,105.879097
01-04-16,106.850548
02-04-16,107.3994255
03-04-16,107.6738643
04-04-16,107.948303
05-04-16,106.675682
06-04-16,107.79287
07-04-16,105.441956
08-04-16,105.558517
09-04-16,105.7333755
10-04-16,105.8208048
11-04-16,105.908234
12-04-16,107.287712
13-04-16,108.842041
14-04-16,108.900322
15-04-16,106.714546
16-04-16,105.5633695
17-04-16,104.9877813
18-04-16,104.412193
19-04-16,103.858475
20-04-16,104.072182
21-04-16,102.945305
22-04-16,102.663574
23-04-16,102.372139
24-04-16,102.2264215
25-04-16,102.080704
26-04-16,101.371529
27-04-16,95.027931
28-04-16,92.123268
29-04-16,91.064392
30-04-16,91.0158155
01-05-16,90.99152725
02-05-16,90.967239
03-05-16,92.46328
04-05-16,91.501541
05-05-16,91.130135
06-05-16,90.621895
07-05-16,90.656105
08-05-16,90.67321
09-05-16,90.690315
10-05-16,91.306053
11-05-16,90.416656
12-05-16,88.295753
13-05-16,88.47168
14-05-16,90.1136665
15-05-16,90.93465975
16-05-16,91.755653
17-05-16,91.374474
18-05-16,92.420265
19-05-16,92.068405
20-05-16,93.065338
21-05-16,93.656639
22-05-16,93.9522895
23-05-16,94.24794
24-05-16,95.684692
25-05-16,97.365761
26-05-16,98.137901
27-05-16,98.079239
28-05-16,97.8397865
29-05-16,97.72006025
30-05-16,97.66019713
31-05-16,97.600334
01-06-16,96.232025
02-06-16,95.508759
03-06-16,95.704224
04-06-16,96.0511935
05-06-16,96.22467825
06-06-16,96.398163
07-06-16,96.789108
08-06-16,96.701157
09-06-16,97.395081
10-06-16,96.593636
11-06-16,95.865494
12-06-16,95.501423
13-06-16,95.137352
14-06-16,95.254646
15-06-16,94.941887
