Date,Open,High,Low,Close,Adj Close,Volume
2016-03-01,26.450001,26.930000,26.240000,26.830000,25.228910,25245400
2016-03-02,26.799999,26.910000,26.600000,26.900000,25.294735,19020100
2016-03-03,26.950001,26.969999,26.590000,26.870001,25.266525,18999800
2016-03-04,26.920000,26.959999,26.670000,26.799999,25.200701,19429900
2016-03-07,26.580000,27.180000,26.330000,27.139999,25.520411,21500100
2016-03-08,26.969999,27.299999,26.690001,27.049999,25.435781,23821300
2016-03-09,27.240000,27.799999,27.120001,27.610001,25.962362,38890200
2016-03-10,27.760000,27.980000,27.030001,27.379999,25.746090,33200600
2016-03-11,27.820000,27.910000,27.670000,27.860001,26.197443,21873100
2016-03-14,27.820000,27.860001,27.600000,27.700001,26.046997,18291700
2016-03-15,27.480000,27.690001,27.450001,27.660000,26.009380,16917200
2016-03-16,27.520000,27.950001,27.510000,27.879999,26.216249,19087800
2016-03-17,27.920000,28.440001,27.870001,28.190001,26.507755,28501900
2016-03-18,28.230000,28.379999,27.969999,28.330000,26.639397,43132400
2016-03-21,28.100000,28.350000,28.040001,28.190001,26.507755,23799200
2016-03-22,28.200001,28.379999,27.900000,28.280001,26.592382,23599300
2016-03-23,28.260000,28.280001,27.730000,27.830000,26.169235,19217500
2016-03-24,27.770000,28.010000,27.590000,27.959999,26.291475,15871900
2016-03-28,27.990000,28.030001,27.790001,27.900000,26.235058,12785900
2016-03-29,27.870001,28.190001,27.690001,28.100000,26.423126,17095500
2016-03-30,28.340000,28.680000,28.260000,28.459999,26.761639,19390200
2016-03-31,28.530001,28.670000,28.350000,28.469999,26.771042,18377600
2016-04-01,28.299999,28.700001,28.120001,28.690001,26.977917,23026400
2016-04-04,28.370001,28.410000,28.010000,28.139999,26.702728,17890000
2016-04-05,27.639999,27.830000,27.459999,27.580000,26.171333,24245700
2016-04-06,27.700001,28.040001,27.620001,28.000000,26.569878,20250800
2016-04-07,27.900000,27.900000,27.530001,27.600000,26.190310,17016800
2016-04-08,27.709999,27.950001,27.580000,27.690001,26.275711,14495600
2016-04-11,27.879999,28.180000,27.610001,27.620001,26.209286,18762900
2016-04-12,27.139999,27.660000,26.950001,27.639999,26.228268,27283200
2016-04-13,27.959999,28.280001,27.719999,28.230000,26.788132,25433300
2016-04-14,28.379999,28.400000,28.100000,28.250000,26.807108,15036700
2016-04-15,28.100000,28.129999,27.730000,27.900000,26.474987,23804400
2016-04-18,27.900000,28.250000,27.799999,28.190001,26.750174,15742200
2016-04-19,28.330000,28.440001,28.200001,28.330000,26.883024,20307700
2016-04-20,28.400000,28.680000,28.260000,28.440001,26.987406,19937800
2016-04-21,28.420000,28.510000,28.160000,28.240000,26.797621,17339900
2016-04-22,28.299999,28.549999,28.070000,28.150000,26.712217,23147600
2016-04-25,28.110001,28.280001,27.980000,28.230000,26.788132,16434800
2016-04-26,28.270000,28.490000,28.219999,28.450001,26.996897,18151500
2016-04-27,28.440001,28.650000,28.309999,28.639999,27.177191,20931000
2016-04-28,28.450001,28.590000,27.790001,27.959999,26.531919,29616200
2016-04-29,27.719999,27.830000,27.139999,27.490000,26.085930,33890100
2016-05-02,27.480000,27.520000,27.200001,27.370001,25.972059,27361700
2016-05-03,27.160000,27.190001,26.610001,26.860001,25.488106,35319600
2016-05-04,26.799999,26.820000,26.280001,26.440001,25.089560,32850800
2016-05-05,26.459999,26.570000,26.209999,26.209999,24.871304,23082200
2016-05-06,26.190001,26.540001,25.809999,26.530001,25.174959,25625300
2016-05-09,26.520000,26.680000,26.389999,26.510000,25.155981,16990400
2016-05-10,26.670000,27.100000,26.510000,27.030001,25.649424,22629200
2016-05-11,27.090000,27.110001,26.680000,26.700001,25.336277,19326100
2016-05-12,26.809999,26.809999,26.410000,26.670000,25.307810,19681900
2016-05-13,26.549999,26.889999,26.459999,26.530001,25.174959,20865100
2016-05-16,26.570000,27.120001,26.559999,26.969999,25.592485,20885900
2016-05-17,26.900000,27.059999,26.549999,26.650000,25.288830,25921300
2016-05-18,26.610001,26.959999,26.490000,26.719999,25.355255,32345500
2016-05-19,27.990000,28.290001,27.400000,27.570000,26.161842,50174600
2016-05-20,27.629999,28.150000,27.620001,27.969999,26.541412,32703000
2016-05-23,27.780001,28.250000,27.780001,27.940001,26.512945,19746800
2016-05-24,28.010000,28.580000,28.010000,28.469999,27.015873,26514800
2016-05-25,28.580000,29.000000,28.520000,28.920000,27.442888,25696800
2016-05-26,28.860001,29.040001,28.799999,28.900000,27.423908,19288100
2016-05-27,28.950001,29.040001,28.790001,28.920000,27.442888,16673300
2016-05-31,28.799999,29.080000,28.760000,29.049999,27.566248,28606300
2016-06-01,28.840000,29.040001,28.799999,28.900000,27.423908,22268700
2016-06-02,28.980000,29.150000,28.920000,29.080000,27.594719,19503100
2016-06-03,29.129999,29.209999,28.900000,29.129999,27.642162,18677700
2016-06-06,29.070000,29.410000,29.059999,29.100000,27.613697,16167100
2016-06-07,28.900000,29.350000,28.820000,29.070000,27.585224,21566600
2016-06-08,29.090000,29.270000,29.059999,29.139999,27.651649,17772900
2016-06-09,28.969999,29.190001,28.830000,29.139999,27.651649,18349900
2016-06-10,28.790001,29.030001,28.770000,29.030001,27.547272,18244200
2016-06-13,28.969999,29.190001,28.820000,28.840000,27.366976,17182000
2016-06-14,28.660000,29.000000,28.629999,28.959999,27.480846,19279700
2016-06-15,28.490000,28.860001,28.410000,28.650000,27.186680,30738600
